1.000000000000000000e+00,3.787506417118750246e+00,4.094758231667260162e+00
0.000000000000000000e+00,9.561490125364856540e-01,9.986985708934238426e-01
2.000000000000000000e+00,7.288908786763548697e+00,7.323180604108742386e+00
1.000000000000000000e+00,3.938802730420916998e+00,3.758459222327072080e+00
2.000000000000000000e+00,7.396740708523338981e+00,7.087348410996062498e+00
0.000000000000000000e+00,1.072228771675282299e+00,8.424181803292496440e-01
2.000000000000000000e+00,6.281262368869919399e+00,7.057513734780688885e+00
0.000000000000000000e+00,1.006326652759462759e+00,4.347629980039007247e-01
2.000000000000000000e+00,7.005446509026336699e+00,7.267705090348651531e+00
0.000000000000000000e+00,1.046277608637974144e+00,1.453304122261990239e+00
0.000000000000000000e+00,9.050897618534117228e-01,8.806175416126597044e-01
2.000000000000000000e+00,7.188420909251266977e+00,6.785777420643478663e+00
2.000000000000000000e+00,6.923798128263662477e+00,7.093423115071845864e+00
1.000000000000000000e+00,3.875232249655587768e+00,4.016857164637772648e+00
2.000000000000000000e+00,7.626168409006120363e+00,6.910179489618255566e+00
0.000000000000000000e+00,7.073740059256319324e-01,1.219552259765385394e+00
1.000000000000000000e+00,3.970682307307192183e+00,4.098541076952457729e+00
0.000000000000000000e+00,1.396132038767956773e+00,1.062650648214658045e+00
2.000000000000000000e+00,6.571219350827933070e+00,6.886882765757365021e+00
2.000000000000000000e+00,7.068944853132118844e+00,6.928460372285646152e+00
0.000000000000000000e+00,8.466353225044677133e-01,8.490857324544330842e-01
2.000000000000000000e+00,6.849252512027373285e+00,7.100945835284955265e+00
1.000000000000000000e+00,4.276873958517774632e+00,4.246057430764634155e+00
1.000000000000000000e+00,4.511655675965851486e+00,3.560241222405888806e+00
2.000000000000000000e+00,6.886631919622220543e+00,6.887039168924592225e+00
2.000000000000000000e+00,7.115251578833379220e+00,6.961866619937810974e+00
1.000000000000000000e+00,4.087957528400951723e+00,3.866841546131670970e+00
2.000000000000000000e+00,6.994794981695132030e+00,7.069238569138684980e+00
2.000000000000000000e+00,7.082848129397872228e+00,7.004360340337187019e+00
2.000000000000000000e+00,7.700232261887402174e+00,6.900440669844662978e+00
0.000000000000000000e+00,1.175204111198505208e+00,8.321633906547414306e-01
0.000000000000000000e+00,6.082439673263977387e-01,1.414226735367021481e+00
1.000000000000000000e+00,3.772906819755867946e+00,4.097506856737049397e+00
2.000000000000000000e+00,7.236012587119768469e+00,6.886901501406673454e+00
1.000000000000000000e+00,4.061054720327303080e+00,3.863798814865937015e+00
1.000000000000000000e+00,4.332345989089243510e+00,4.658047829290224762e+00
1.000000000000000000e+00,4.118825857499729182e+00,3.973952346674407110e+00
2.000000000000000000e+00,7.535374524797488149e+00,6.568989932978196222e+00
0.000000000000000000e+00,1.056025940212471204e+00,7.039508022961915579e-01
2.000000000000000000e+00,6.793925668472456714e+00,7.653934440178685072e+00
1.000000000000000000e+00,3.648085505045754573e+00,3.789620499392798880e+00
2.000000000000000000e+00,7.239829495627084555e+00,7.155551314780664640e+00
